SalePrice,1st_Flr_SF,2nd_Flr_SF,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod/Add,BsmtFin_SF_1,Total_Bsmt_SF,Gr_Liv_Area,TotRms_AbvGrd,Bsmt_Unf_SF,Full_Bath
275500,1702,0,10130,8,5,2007,2007,1294,1702,1702,7,408,2
245000,1432,0,9139,8,5,2006,2006,379,1422,1432,7,1043,2
253000,1113,858,9675,7,5,2005,2005,341,1113,1971,8,772,2
468000,2490,0,11128,9,5,2005,2006,2158,2458,2490,9,300,2
252678,932,920,8640,7,5,2009,2009,822,900,1852,7,78,2
210000,786,804,9000,8,5,2008,2008,0,768,1590,6,768,2
208300,1218,0,7862,6,5,2009,2009,27,1218,1218,4,1191,2
229456,1314,0,8640,8,5,2009,2009,936,1300,1314,6,364,2
229800,1402,0,8640,7,5,2008,2008,0,1402,1402,7,1402,2
250000,1530,0,12606,9,5,2007,2008,0,1530,1530,7,1530,2
370878,1766,0,9187,9,5,2009,2009,1121,1766,1766,7,645,2
238500,1448,0,7500,8,5,2006,2007,24,1372,1448,6,1348,2
310000,1026,981,11003,10,5,2008,2008,765,1017,2007,10,252,2
270000,909,886,10603,8,5,2006,2006,682,900,1795,8,218,2
252000,1082,871,10574,8,5,2005,2006,0,1082,1953,9,1082,2
241000,1112,438,8125,7,5,2006,2007,812,1092,1550,7,280,2
264500,1836,0,8125,8,5,2008,2009,0,1836,1836,8,1836,2
291000,1662,0,10625,7,5,2006,2007,1430,1652,1662,8,222,2
263000,912,1182,9375,7,5,2003,2004,0,912,2094,8,912,2
185000,1221,0,7500,7,5,2004,2005,410,1221,1221,6,811,2
234500,1553,0,8736,7,5,2003,2004,771,1553,1553,6,422,2
209000,812,841,8127,7,5,2003,2003,410,812,1653,6,402,2
159000,1218,0,9605,7,6,2007,2007,0,1218,1218,6,1218,1
152000,1141,0,7500,7,5,2006,2006,54,1141,1141,6,1087,1
193000,871,941,10628,7,5,2004,2004,0,835,1812,8,835,2
203000,1512,0,10141,8,5,2004,2004,516,1512,1512,6,222,2
159000,1114,0,13072,7,5,2004,2005,0,1114,1114,6,1114,1
153000,1114,0,12450,5,5,2003,2004,836,1114,1114,6,278,2
224243,1450,0,7328,7,5,2008,2009,0,1450,1450,6,1450,2
220000,913,1209,11492,7,5,1996,1997,637,913,2122,8,276,2
257000,1844,0,10994,8,5,2005,2006,976,1844,1844,7,868,2
189000,1434,0,8529,7,5,2001,2001,20,1454,1434,6,1434,2
171500,833,897,7703,6,6,1992,1992,52,816,1730,6,400,2
120000,626,591,10762,6,6,1980,1980,0,626,1217,6,626,1
145000,1332,0,7175,6,5,1990,1991,0,1332,1332,5,1332,2
184000,754,786,9109,7,5,1994,1994,36,754,1540,6,122,2
160000,964,918,8250,6,7,1981,1981,0,0,1882,8,0,2
82000,841,0,8400,4,4,1950,1950,0,721,841,4,721,1
76000,784,0,9000,6,3,1928,1950,0,784,784,5,784,1
110000,980,0,9750,5,5,1962,1962,68,980,980,5,28,1
135000,980,0,7064,5,6,1977,1977,560,980,980,6,420,1
131400,1144,0,10000,5,6,1961,1983,594,864,1144,6,270,1
62383,864,0,8281,5,5,1965,1965,553,864,864,5,0,1
123000,912,0,7150,5,6,1962,1962,140,912,912,6,182,1
280750,1376,1629,2880,7,5,2004,2005,0,1376,3005,9,1376,2
164500,612,612,3951,6,5,2009,2009,0,612,1224,4,612,2
173733,612,612,3000,6,5,2009,2009,294,612,1224,4,318,2
172500,742,729,3230,6,5,1999,1999,381,729,1471,6,348,2
180000,756,756,2998,6,5,2000,2000,507,756,1512,4,249,2
156000,713,739,3768,7,5,1999,1999,549,691,1452,6,142,2
172500,983,756,2645,8,5,1999,2000,649,970,1739,7,321,2
211500,1226,0,3782,8,5,1981,1981,960,1226,1226,4,266,1
241600,1740,0,15417,7,5,1981,1981,121,1740,1740,7,1619,1
180500,1487,1012,9600,8,5,1976,1976,0,392,2499,5,392,2
154000,829,727,11700,6,6,1968,1968,298,727,1556,8,429,1
256900,1271,1369,10400,6,7,1967,1997,0,932,2640,8,932,2
163000,1336,0,9600,5,5,1969,1969,553,1288,1336,6,588,2
113000,1216,0,9000,6,5,1969,1969,955,1216,1216,5,261,1
167900,1334,0,9650,6,5,1977,1977,686,1350,1334,6,664,2
213250,1680,0,10140,7,5,1998,1999,144,1650,1680,7,379,2
227000,810,855,8400,8,6,2001,2001,643,810,1665,6,167,2
130000,864,0,7130,5,6,1967,1967,648,864,864,5,216,1
143000,1568,0,9600,5,5,1967,1967,0,1568,1568,7,1568,1
117500,925,0,9100,5,6,1965,1965,338,925,925,5,121,1
168500,1165,896,9600,7,5,1974,1974,698,1165,2061,8,467,2
141500,894,0,7436,4,7,1960,1960,734,894,894,5,160,1
118000,864,0,8125,5,7,1959,1959,403,864,864,5,461,1
127500,864,0,9100,6,6,1959,1959,612,864,864,5,252,1
110000,1776,0,11475,5,5,1958,1958,0,1584,1776,9,1584,2
167000,1516,0,10004,6,6,1964,1964,196,1516,1516,6,975,1
153000,1313,0,9350,5,6,1961,1995,310,1313,1313,6,491,1
145100,1292,0,10500,5,5,1964,1964,998,1292,1292,6,294,1
124500,1041,0,9600,5,6,1959,1959,991,1041,1041,6,50,1
174500,1576,0,11475,6,6,1961,1961,568,1208,1576,7,640,1
122000,960,0,9768,5,5,1955,1955,100,960,960,5,613,1
149500,1505,0,12160,6,4,1953,1953,1024,1505,1505,6,481,1
175000,1691,0,9900,6,5,1967,1967,1173,1680,1691,5,507,1
167000,1644,0,9600,6,5,1953,1953,1285,1416,1644,7,131,1
128900,1050,0,9600,5,6,1956,1956,504,1050,1050,5,546,1
140000,1112,556,9600,6,8,1950,2005,120,856,1668,6,736,1
147000,1113,0,9600,5,7,1950,2007,607,1113,1113,5,506,1
124000,1584,0,8944,5,5,1967,1967,0,1584,1584,8,1584,2
187500,1453,0,10573,6,6,1961,1961,1312,1453,1453,6,141,2
256000,1567,0,14695,6,8,1966,2008,1387,1562,1567,5,175,2
205000,1186,800,13600,7,6,1965,1990,454,768,1986,7,314,2
193500,1182,960,13000,6,6,1968,1968,448,896,2142,8,448,2
110000,1392,0,13560,6,3,1968,1968,0,1392,1392,5,1392,1
150000,1144,0,8760,5,7,1956,1956,856,1169,1144,6,313,1
156500,1478,0,8400,6,3,1957,1957,189,1478,1478,6,628,1
149500,988,0,9240,6,8,1959,1998,708,988,988,6,280,2
139000,1632,0,9600,6,6,1958,1988,620,1240,1632,6,0,2
155000,1215,0,12400,6,7,1958,1998,585,1215,1215,6,630,1
120000,1202,0,8750,5,5,1956,1956,435,1202,1202,6,565,1
153000,1382,0,8750,5,5,1955,1955,172,1382,1382,6,727,1
144000,1200,0,10400,4,5,1956,1956,155,1200,1200,6,295,1
176000,1382,0,19296,6,5,1962,1962,672,1362,1382,6,0,1
153000,1297,0,8532,5,6,1954,1990,1213,1297,1297,5,84,1
135000,1866,0,9482,5,4,1958,1958,0,1866,1866,8,1866,2
131000,1062,0,8128,6,7,1954,1954,490,1062,1062,6,572,1
123000,1319,0,10634,5,6,1953,1953,428,608,1319,5,0,1
126000,1112,0,13070,5,5,1951,1951,308,631,1112,5,323,1
115000,1005,0,10434,4,5,1955,1955,0,1005,1005,5,1005,1
164900,1363,0,14559,5,7,1951,2000,650,1008,1363,6,178,1
113000,793,0,8480,5,6,1945,1950,700,793,793,4,93,1
145500,1031,0,7626,5,8,1952,2005,931,1031,1031,5,100,1
102900,1210,0,9533,5,5,1953,1953,0,0,1210,7,0,1
95000,1014,685,10615,3,5,1900,1970,440,978,1699,7,538,2
152500,801,726,11419,7,7,1948,1999,699,699,1527,6,0,1
129900,1200,0,9600,5,6,1950,1950,390,1200,1200,6,810,1
132000,972,0,8000,6,6,1948,2002,680,972,972,5,292,1
99900,792,0,5470,3,5,1958,1958,0,792,792,4,792,1
135000,808,704,10410,5,7,1916,1987,0,660,1656,8,660,2
149000,676,676,10800,5,7,1939,2006,0,676,1352,7,676,2
114000,717,322,8146,4,8,1900,2003,0,405,1039,6,405,1
109500,792,0,9022,5,8,1924,2006,0,768,792,5,768,1
125000,1078,0,10230,5,7,1925,1950,0,1054,1078,6,1054,1
142900,1313,0,10410,4,5,1915,1950,0,1313,2377,8,1313,2
156500,930,760,7200,7,9,1910,2008,0,560,1690,5,560,2
105000,840,534,5400,4,6,1920,1950,315,840,1374,6,420,1
106000,846,0,10800,5,7,1920,1950,0,720,846,4,720,1
78500,725,0,10800,3,5,1890,1998,0,630,725,4,630,1
190000,1248,1296,9671,6,5,1969,1969,0,1248,2544,12,1248,2
154000,1380,0,10143,6,7,1963,1963,384,1380,1380,6,996,1
163000,1040,0,11500,6,4,1967,1967,872,1040,1040,6,108,1
200000,1338,1296,11643,5,5,1969,1969,500,1248,2634,12,748,2
143500,951,0,8010,6,9,1958,2007,745,951,951,6,206,1
135000,1105,0,10454,6,6,1957,1957,546,1105,1105,5,559,1
153000,1306,0,8712,5,7,1957,2000,860,992,1306,5,132,1
113500,1142,0,9000,6,6,1958,1958,0,160,1142,5,160,1
133000,1036,0,12144,5,7,1949,1950,375,832,1268,6,457,1
92900,1040,0,8544,3,4,1950,1950,0,0,1040,6,0,2
128500,765,368,8064,6,5,1950,1950,621,795,1133,5,174,1
90000,1040,0,7200,4,5,1949,1950,0,0,1040,6,0,2
138000,1136,768,7200,5,4,1950,1982,180,1208,1904,7,676,1
128000,1041,0,7350,5,6,1958,1958,0,1041,1041,6,1041,1
139000,1339,0,7560,5,6,1958,1965,504,1029,1339,6,525,1
118900,732,0,7200,5,7,1952,1952,630,732,732,4,0,1
138000,1183,0,8000,5,5,1959,1959,433,528,1183,6,0,1
132500,1148,0,7931,5,5,1959,1959,1148,1148,1148,6,0,1
133500,832,629,10800,4,7,1949,1996,0,832,1461,6,832,2
135000,1064,0,8064,6,7,1948,1994,120,864,1495,6,744,1
144750,993,813,7570,6,5,1964,1964,0,780,1806,8,780,1
145000,941,0,8604,5,7,1978,1978,941,941,941,4,0,1
127000,1045,0,7936,6,6,1963,1963,826,1045,1045,6,219,1
109500,894,0,6600,5,5,1962,1962,0,894,894,5,894,1
110000,682,548,10440,5,6,1910,1981,0,440,1230,5,440,1
128900,861,517,4080,6,8,1935,1998,0,901,1378,6,901,1
103500,972,972,10307,6,5,1910,1950,633,972,1944,12,339,2
66500,676,455,5720,5,6,1941,1950,0,676,1131,5,676,1
130000,810,496,15660,5,8,1910,2003,0,240,1306,6,240,1
150000,868,690,6406,5,6,1939,1950,421,690,1558,7,269,1
107500,1378,994,6600,5,4,1892,1965,0,994,2372,11,994,2
124500,960,1000,7596,5,5,1952,1952,0,960,1960,10,960,2
135000,707,682,3378,7,8,1946,1992,0,651,1389,6,651,1
93000,936,0,6000,4,4,1953,1953,0,936,936,4,936,1
129500,768,560,6000,5,7,1950,1970,384,768,1328,6,384,1
93000,811,576,6000,5,4,1954,1954,0,811,1387,7,811,2
80000,861,0,7404,4,6,1920,1950,0,861,861,5,861,1
45000,612,0,5925,2,4,1940,1950,0,0,612,4,0,1
91300,886,0,5784,5,8,1938,1996,0,190,886,4,190,1
99500,792,0,8520,5,8,1923,1950,0,624,792,5,624,1
87500,833,677,9600,4,4,1910,1950,0,677,1510,7,677,2
110000,720,564,3500,5,7,1947,1950,312,720,1284,5,408,1
106000,1075,1063,8100,5,5,1898,1965,0,849,2138,11,849,2
265979,1320,1320,11700,7,7,1880,2003,0,1240,2640,8,1240,1
160000,1090,917,8400,6,7,1900,1950,0,917,2007,8,917,2
119000,664,624,3600,6,7,1917,2007,0,624,1288,5,624,1
168000,916,826,17671,8,9,1882,1986,216,916,1742,8,700,1
143000,832,650,9000,7,9,1920,1988,624,650,1482,7,26,1
85000,1022,0,7200,5,4,1910,2006,247,1022,1022,4,310,1
124900,1188,561,8820,5,6,1890,1996,1088,1088,1869,7,0,1
119000,1044,0,5400,6,6,1920,1950,0,972,1480,6,972,1
146500,780,741,9720,6,7,1910,2002,0,741,1521,8,741,1
223500,1072,504,21384,5,6,1923,2004,1309,1324,1576,6,15,1
205000,952,596,7264,7,7,1925,2007,0,952,1548,5,952,2
137000,1001,653,4960,5,7,1930,1982,0,297,1654,7,297,2
128000,757,567,6000,4,6,1936,1950,672,672,1324,6,0,1
134900,786,390,6000,6,9,1937,2000,0,698,1176,4,698,1
117000,884,464,6000,5,8,1925,1997,0,884,1348,5,884,1
132500,825,587,6000,6,6,1939,1950,0,780,1412,6,780,1
93000,822,320,6000,5,5,1924,1950,220,468,1142,6,248,1
119000,904,0,6000,6,7,1926,2004,0,884,904,4,884,1
100000,1301,0,6911,5,5,1924,1950,405,1145,1301,5,740,1
141500,1067,472,6120,5,6,1936,1950,0,927,1539,5,927,1
133000,989,584,6120,4,7,1935,1995,0,884,1573,6,884,1
105000,875,0,6120,5,7,1931,1993,209,715,875,5,506,1
115000,995,0,6120,5,6,1925,1999,0,960,995,5,960,1
150000,994,588,6120,5,6,1938,1950,273,952,1582,6,679,2
126500,1072,0,8635,5,5,1925,1950,134,1072,1072,5,938,1
167500,1136,883,11414,7,8,1910,1993,0,728,2019,8,728,1
155000,1048,720,8094,6,6,1915,1950,0,1048,1768,8,1048,2
155000,916,910,2500,7,8,1915,2005,299,910,1826,7,611,1
179900,1272,672,9928,7,8,1915,1994,0,672,1944,8,672,2
149000,1146,784,6876,6,5,1927,1950,522,720,1930,8,198,2
103000,848,0,6240,4,5,1925,1950,152,780,1208,5,628,1
135000,1204,462,5160,6,6,1927,1950,0,1204,1666,4,1204,1
116000,754,649,10320,6,7,1915,1965,276,698,1403,7,160,1
88750,704,0,4280,4,9,1946,2001,0,560,704,4,560,1
103600,697,672,6629,6,6,1925,1950,551,672,1369,6,121,2
63000,687,425,9780,5,3,1934,1950,0,585,1112,6,585,2
175000,1464,0,12886,5,6,1963,1999,444,520,1464,6,76,2
139000,1121,0,8816,5,6,1963,1963,651,1121,1121,5,470,1
172500,918,765,11184,6,5,1978,1978,226,918,1683,7,192,2
113500,1052,0,11625,5,6,1967,1967,527,1052,1052,6,525,1
130000,899,0,7800,5,7,1967,2004,450,864,899,5,414,1
137000,860,0,8740,5,6,1982,1982,672,840,860,4,168,1
165000,904,611,15400,5,5,1961,1961,0,552,1774,8,552,2
148000,1138,0,15312,6,5,1960,1960,588,1138,1138,6,550,1
143000,1473,0,25095,5,8,1968,2003,1324,1437,1473,5,113,1
127500,1689,0,9855,6,5,1956,1956,0,1436,1689,7,1436,1
121500,1073,0,9571,5,5,1956,1956,257,1073,1073,5,816,1
60000,1276,0,9571,5,3,1958,1958,0,1276,1276,5,1276,1
154400,892,747,9350,6,7,1946,1950,342,747,1639,6,405,1
113000,672,0,9340,4,6,1941,1950,344,672,672,4,328,1
125000,1089,0,7440,5,6,1954,1954,173,1089,1089,5,916,1
139500,1049,0,4235,5,5,1984,1984,552,1049,1049,5,104,2
131000,1148,568,11409,5,4,1949,2008,292,768,1716,8,476,1
105000,698,560,9060,6,5,1939,1950,204,560,1258,6,356,1
108000,755,755,9084,4,5,1940,1950,0,755,1510,7,755,1
162000,1061,0,10778,7,6,1990,1991,460,1054,1061,4,308,1
156500,1338,0,19255,6,5,1983,1983,70,520,1338,5,0,1
316600,1496,636,12327,8,8,1983,2009,1441,1496,2132,5,55,1
271900,2196,0,14684,7,7,1990,1991,485,2158,2196,7,1496,2
213000,1006,769,9317,7,5,1993,1993,513,740,1775,7,227,2
239900,1079,800,10560,7,5,1993,1994,474,1079,1879,8,605,2
239500,1142,878,9828,8,5,1995,1995,584,1128,2020,8,544,2
131000,1288,728,26400,5,7,1880,2007,0,0,2016,7,0,1
118964,1535,0,7018,5,5,1979,1979,0,0,1535,8,0,2
153337,1224,0,7018,5,5,1979,1979,1086,1086,1224,6,0,0
147983,1114,1114,7018,5,5,1979,1979,0,0,2228,8,0,2
118858,1535,0,7018,5,5,1979,1979,0,0,1535,8,0,2
118858,1535,0,7018,5,5,1979,1979,0,0,1535,8,0,2
142953,1120,1120,7018,5,5,1979,1979,0,0,2240,12,0,2
148325,1229,0,7040,5,5,1979,1979,1094,1094,1229,6,0,0
113722,1513,0,7007,5,5,1979,1979,0,0,1513,8,0,2
323262,1680,0,10933,9,5,2009,2009,1021,1555,1680,8,534,1
297000,1718,0,10637,8,5,2007,2008,1288,1705,1718,7,417,2
295493,1630,0,10226,8,5,2008,2008,0,1622,1630,8,1622,2
332000,1720,0,10816,9,5,2008,2008,1104,1720,1720,8,616,2
239900,1468,0,9178,8,5,2008,2008,0,1468,1468,6,1468,2
212000,866,902,10769,8,5,2007,2007,20,866,1768,7,846,2
272500,1838,0,11422,8,5,2007,2008,1359,1838,1838,7,479,2
239000,1800,0,11923,9,5,2007,2007,0,1800,1800,7,1800,2
220000,1604,0,8814,7,5,2006,2006,1334,1604,1604,8,270,2
200000,1290,0,6762,7,5,2007,2007,902,1282,1290,6,380,2
221800,1254,0,10324,8,5,2008,2008,872,1254,1254,5,382,2
194500,1232,0,7314,7,5,2007,2007,724,1232,1232,6,508,2
237000,1498,0,11645,8,5,2005,2006,24,1498,1498,7,1474,2
173000,704,718,11646,6,5,2005,2006,0,704,1422,7,704,2
152000,1040,0,12464,5,5,1996,1996,732,1040,1040,6,308,1
143000,990,0,9757,5,7,1994,1994,755,990,990,5,235,1
231500,928,836,15426,6,5,1997,1997,821,928,1764,7,107,2
212000,827,834,10667,7,6,1996,1996,385,799,1661,6,70,2
207000,1463,0,14753,7,5,1998,1998,950,1463,1463,5,513,2
145000,1097,0,10859,5,5,1994,1995,0,1097,1097,6,1097,1
138000,990,0,8072,5,5,1994,1995,746,990,990,5,244,1
197900,866,913,10400,7,5,1998,1998,0,866,1779,6,866,2
204000,1501,0,10335,7,5,1999,1999,679,1490,1501,6,811,2
192000,1431,0,9017,7,5,1999,1999,560,1431,1431,6,871,2
200000,928,844,8750,6,5,1998,1998,606,928,1772,7,322,2
195000,831,829,8935,7,5,2002,2002,0,831,1660,7,831,2
227000,1573,0,9808,7,5,2002,2002,788,1573,1573,6,785,2
230000,944,896,12420,7,5,2001,2001,666,944,1840,6,278,2
187100,1430,0,16285,7,5,2001,2002,0,1413,1430,6,1413,2
203000,1444,0,10739,7,5,2002,2001,1259,1431,1444,6,172,2
201000,1492,0,11166,7,5,2001,2001,24,1492,1492,6,1468,2
134900,914,0,6950,5,7,1979,1979,710,914,914,5,132,1
150500,1040,0,8800,5,7,1977,2008,532,1040,1040,5,364,2
133500,864,0,15523,5,6,1972,1972,460,864,864,5,404,1
123000,894,0,7200,5,5,1972,1972,777,894,894,6,117,1
133900,768,0,7200,5,8,1972,2003,660,768,768,5,108,1
133000,768,0,8445,5,7,1972,2007,656,768,768,5,112,1
250000,1611,0,11664,7,5,2002,2002,1234,1569,1611,6,335,2
220000,1513,0,15750,8,5,1999,2000,1246,1462,1513,5,216,2
203000,1504,0,11883,7,5,1996,1996,690,1504,1504,6,814,2
210000,1417,0,8750,7,5,1997,1998,1111,1417,1417,7,306,2
191000,909,807,8750,7,5,1996,1996,0,880,1716,7,880,2
178000,1212,0,9100,7,5,2001,2001,0,1212,1212,6,1212,2
213000,1630,0,9750,7,5,2000,2001,0,1630,1630,6,1630,2
293200,1602,0,10200,8,5,2007,2007,1478,1578,1602,7,100,2
190000,864,864,9313,7,5,2004,2004,0,864,1728,7,864,2
190000,1500,0,8487,7,5,2004,2004,20,1500,1500,6,1480,2
173500,738,738,8633,6,5,2005,2005,193,738,1476,7,545,2
170000,608,788,11069,6,5,2007,2007,0,608,1396,6,608,2
108000,1126,0,8777,4,5,1949,2003,0,0,1126,5,0,2
167000,1486,0,9937,5,7,1964,1999,637,1486,1486,7,849,1
100000,816,0,8877,4,6,1938,1958,690,816,816,3,126,1
198500,495,1427,7301,7,5,2003,2003,0,0,1922,7,0,3
159500,698,728,7950,6,6,1977,1977,535,690,1426,6,155,1
127000,1149,0,10682,4,6,1960,1971,399,1014,1149,7,615,1
125000,1125,0,7200,6,6,1976,1976,631,1041,1125,6,410,1
320000,1698,0,13286,9,5,2007,2008,1234,1698,1698,8,464,2
145500,1072,0,3675,6,5,2005,2006,547,547,1072,5,0,1
85000,876,0,6410,4,5,1959,1959,332,876,876,5,301,1
120000,1368,0,11767,5,5,1950,1950,1078,1078,1368,6,0,1
98000,1088,441,8405,4,3,1945,1950,0,0,1529,9,0,2
82000,944,0,10206,3,3,1952,1952,0,0,944,4,0,1
103500,1560,0,11767,5,5,1956,1956,546,1150,1560,7,604,1
110000,684,512,12354,6,8,1920,2000,0,684,1196,7,684,1
122000,854,444,8212,5,6,1941,1950,626,720,1298,6,94,1
117000,984,620,10998,5,5,1941,1960,408,984,1604,6,156,2
160000,832,436,6300,5,4,1938,1950,832,832,1268,7,0,1
159434,848,672,4500,5,5,1932,2000,182,793,1520,6,611,1
60000,438,0,8400,2,5,1920,1950,290,290,438,3,0,1
139500,944,545,9900,6,7,1940,1950,0,778,1489,7,778,2
197000,1687,998,15863,7,3,1920,1970,523,824,3082,12,301,2
105000,647,595,5707,6,6,1935,1950,0,583,1242,6,583,1
135000,1328,653,7804,4,3,1928,1950,622,1122,1981,7,500,2
147500,1232,0,8574,6,8,1916,2000,0,816,1232,6,816,1
137450,1160,448,6171,6,6,1925,1990,264,976,1608,7,712,2
155000,575,560,7200,7,9,1936,2007,350,560,1135,6,0,1
177000,1172,741,7558,6,6,1928,1950,0,896,1913,9,896,1
145000,877,600,6292,7,7,1928,1950,0,861,1477,6,861,2
137000,628,600,7155,7,8,1918,1990,0,600,1228,6,600,1
234000,1276,804,10918,7,9,1926,2004,0,1276,2080,9,1276,1
205000,840,727,13680,5,6,1940,1950,728,840,1567,6,112,1
160000,976,332,9600,5,7,1940,1950,428,728,1308,7,300,1
155000,1273,0,14680,5,4,1960,1960,793,1273,1273,5,480,1
163500,964,0,13360,5,7,1921,2006,713,876,964,5,163,1
154900,820,523,7681,5,6,1921,1950,0,731,1343,7,731,1
144800,1112,0,9100,5,6,1954,1954,154,1112,1112,6,264,1
174500,860,704,12000,7,7,1941,1950,275,704,1564,7,429,1
193000,1561,0,13339,6,6,1960,1960,65,1561,1561,6,621,2
158000,986,537,15600,5,7,1949,2005,312,1067,1523,7,248,2
158500,1152,0,14000,6,8,1950,2004,0,1092,1152,6,1092,1
224000,1906,0,17500,6,5,1954,1954,784,1310,1906,6,91,1
115000,516,516,1733,6,6,1980,1980,0,516,1032,5,516,1
137000,561,668,1488,6,6,1980,1992,471,561,1229,5,90,1
121000,561,668,1612,6,6,1980,1980,0,561,1229,5,561,1
124000,561,668,1300,6,6,1980,1980,285,561,1229,5,276,1
147000,672,672,10690,5,7,1920,1997,456,672,1344,6,216,1
123000,928,928,8660,5,6,1900,1993,0,760,2168,11,760,2
78000,596,596,6402,5,5,1920,1950,0,596,1192,6,596,1
75000,572,0,10200,4,6,1925,1950,0,572,572,4,572,1
230000,1648,0,3843,8,5,2007,2008,1476,1596,1648,5,120,2
57625,810,0,21780,2,4,1910,1950,0,0,810,4,0,1
251000,1040,1012,10125,8,5,2000,2001,445,1107,2052,7,412,2
239686,1518,631,12822,7,5,2003,2003,1351,1434,2149,6,83,1
240000,1710,0,12118,7,5,2004,2005,0,1710,1710,7,1710,2
215000,804,1157,12209,6,5,2001,2002,690,804,1961,7,114,2
156450,926,0,9750,6,6,1977,1977,767,902,926,5,135,1
173000,1287,0,9360,6,7,1977,1977,841,957,1287,5,0,1
126000,1302,432,10125,5,5,1977,1977,0,0,1734,8,0,2
152000,1595,0,11070,5,5,1991,1991,55,1582,1595,5,1527,2
375000,2036,0,215245,7,5,1965,1965,1236,2136,2036,8,80,2
315500,1620,0,12898,9,5,2007,2008,1022,1620,1620,6,598,2
224500,846,846,13159,7,5,2009,2009,0,846,1692,6,846,2
410000,2036,0,13438,9,5,2008,2008,1758,2190,2036,9,432,2
316500,1641,0,14463,9,5,2008,2008,1115,1641,1641,7,526,2
201000,1466,0,8925,8,5,2007,2007,16,1466,1466,7,1450,2
175000,1412,0,11457,6,5,1988,1988,1005,1392,1412,6,387,2
213500,1479,0,14419,7,5,1987,1989,904,1645,1479,7,117,2
170000,1072,942,9157,7,5,2003,2003,0,912,2014,9,912,2
315000,1838,0,14601,9,5,2006,2006,1260,1838,1838,8,578,2
425000,1978,0,12633,9,5,2007,2007,1640,1978,1978,7,338,2
139500,1008,0,12518,5,7,1968,1968,532,1008,1008,6,476,1
115000,1771,0,21750,5,4,1960,2006,0,0,1771,9,0,1
162000,1204,0,4500,6,5,1998,1998,866,1204,1204,5,338,2
91000,526,462,1596,4,5,1973,1973,462,462,988,5,0,1
130000,874,0,9858,5,6,1968,1968,510,864,874,5,354,1
86000,630,0,1526,4,8,1970,2002,515,630,630,3,115,1
160000,1404,0,13383,5,5,1969,2000,594,1188,1404,7,594,2
80000,630,0,1477,4,4,1970,1970,509,630,630,3,121,1
88000,546,546,2217,4,4,1970,1970,273,546,1092,6,0,1
131900,796,0,7689,5,8,1972,1972,720,796,796,4,0,1
131250,1091,0,7706,6,5,1993,1996,114,384,1091,5,0,1
149000,883,0,7669,5,6,1992,1993,718,828,883,5,0,1
143000,796,566,14115,5,5,1993,1995,732,796,1362,5,64,1
130000,624,663,10429,5,5,1992,1992,330,624,1287,6,294,1
173000,784,848,10457,5,7,1969,1969,496,784,1632,7,0,1
176500,1414,0,11029,6,8,1958,2002,528,1184,1414,6,245,1
206900,1092,1020,11075,6,5,1969,1969,500,952,2112,9,176,2
187500,926,678,8702,6,5,1997,1998,706,926,1604,7,220,2
165000,680,790,8139,6,5,1995,1996,476,680,1470,7,204,2
195500,926,678,9535,6,5,1998,1998,851,926,1604,7,75,2
192000,943,695,9042,6,5,1998,1998,828,943,1638,7,115,2
177900,1384,0,14137,5,5,1996,1997,450,1348,1384,7,898,2
175000,729,717,21872,7,5,1996,1997,604,729,1446,6,125,2
286000,1593,0,4923,8,5,2001,2002,1153,1593,1593,5,440,1
247900,1682,0,6264,8,5,1997,1997,656,1664,1682,6,1008,1
180000,1337,0,5395,8,5,1993,1993,733,1337,1337,5,604,2
180000,1280,0,5070,8,5,1992,1992,0,1280,1280,5,1280,2
181000,926,678,10839,6,5,1997,1998,0,926,1604,7,926,2
183000,932,701,11184,6,5,1998,1998,0,932,1633,7,932,2
189000,1228,0,4671,8,5,1988,1989,767,1228,1228,5,461,2
188500,1337,0,5950,8,5,1989,1989,319,1337,1337,5,1018,2
355000,1168,1332,13543,8,5,2005,2005,16,1168,2500,9,1152,3
325000,1134,1370,11198,9,5,2005,2007,0,1122,2504,11,1122,2
387000,1884,0,15401,9,5,2004,2004,1337,1884,1884,7,547,2
334000,1710,0,8118,9,5,2007,2007,1034,1710,1710,6,676,2
215000,1236,857,20544,7,6,1986,1991,0,791,2093,7,791,2
226500,1688,0,12680,7,6,1988,1988,983,1675,1688,6,692,2
175500,1422,0,12090,6,6,1981,1981,588,1422,1422,7,606,2
235000,2064,0,18559,7,5,1978,1978,1206,2048,2064,7,656,2
220000,1782,0,14450,7,5,1979,1979,864,1782,1782,6,469,2
161000,1211,0,13068,6,5,1976,1976,890,1211,1211,6,273,2
185000,1277,767,10400,7,6,1980,1988,0,738,2044,7,738,2
146900,720,588,9743,5,6,1969,1969,280,720,1308,7,440,1
180000,1523,0,11361,6,5,1976,1976,644,1193,1523,7,549,2
159900,1444,0,10400,6,5,1976,1976,0,1444,1444,5,1444,2
205000,1098,866,10480,7,6,1976,1976,403,803,1964,8,400,2
157000,1178,0,10000,5,6,1973,2000,1084,1176,1178,5,92,1
133000,896,896,9000,5,5,1974,1974,0,896,1792,8,896,2
151000,1054,0,9750,6,8,1969,1969,602,1054,1054,6,14,1
111900,936,0,10295,4,6,1969,1969,252,936,936,4,684,1
